Dialogue_ID,Utterance_ID,Speaker,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Sentiment,DA,Utterance
dialogue-0001,dialogue-0001-023,語者一,high,high,high,high,high,positive,other,麻煩您在幫我把它放在桌邊唷
dialogue-0001,dialogue-0001-024,語者二,high,high,high,high,high,positive,other,好的
dialogue-0002,dialogue-0002-000,語者一,high,high,high,high,high,negative,other,欸你知道昨天真的超誇張的
dialogue-0002,dialogue-0002-001,語者一,high,high,high,high,high,negative,other,我只是出去玩忘記回我那個朋友的訊息
dialogue-0002,dialogue-0002-002,語者一,high,high,high,high,high,negative,other,結果他直接在 ig 發限時公審我欸
dialogue-0002,dialogue-0002-003,語者一,high,high,high,high,high,negative,other,說什麼我平常聊天都回很快，一遇到正事就都不回
dialogue-0002,dialogue-0002-004,語者二,high,high,high,high,high,negative,other,三小太誇張了吧
dialogue-0002,dialogue-0002-005,語者二,high,high,high,high,high,negative,other,你是一整天沒回他嗎
dialogue-0002,dialogue-0002-006,語者一,high,high,high,high,high,negative,other,沒有啊
dialogue-0002,dialogue-0002-007,語者一,high,high,high,high,high,negative,other,我就只是一個下午沒有回而已
dialogue-0002,dialogue-0002-008,語者一,high,high,high,high,high,negative,other,但我就真的沒看手機
dialogue-0002,dialogue-0002-009,語者二,high,high,high,high,high,negative,other,好扯哦
dialogue-0002,dialogue-0002-010,語者二,high,high,high,high,high,negative,other,他是要跟你講什麼正事啊
dialogue-0002,dialogue-0002-011,語者一,high,high,high,high,high,negative,other,就是下禮拜報告投影片的事情而已
dialogue-0002,dialogue-0002-012,語者一,high,high,high,high,high,neutral,other,他要問我上台打算要講什麼
dialogue-0002,dialogue-0002-013,語者二,high,high,high,high,high,neutral,other,哦哦這樣會不會是因為他趕著做 PPT 啊
dialogue-0002,dialogue-0002-014,語者一,high,high,high,high,high,neutral,other,有可能
dialogue-0002,dialogue-0002-015,語者一,high,high,high,high,high,negative,other,但就只是一個下午欸
dialogue-0002,dialogue-0002-016,語者一,high,high,high,high,high,negative,other,我晚上回家就回他了，我覺得這很正常啊
dialogue-0002,dialogue-0002-017,語者二,high,high,high,high,high,neutral,other,我懂你意思
dialogue-0002,dialogue-0002-018,語者二,high,high,high,high,high,neutral,other,好啦你不要生氣
dialogue-0002,dialogue-0002-019,語者二,high,high,high,high,high,neutral,other,但我覺得也可以理解他不開心的點啦
dialogue-0002,dialogue-0002-020,語者二,high,high,high,high,high,neutral,other,他可能就只有昨天比較有空
dialogue-0002,dialogue-0002-021,語者一,high,high,high,high,high,negative,other,我覺得這樣不對
dialogue-0002,dialogue-0002-022,語者一,high,high,high,high,high,negative,other,如果他只有昨天有空，那他也應該提早跟我說啊
dialogue-0002,dialogue-0002-023,語者二,high,high,high,high,high,neutral,other,對啦我懂
dialogue-0002,dialogue-0002-024,語者二,high,high,high,high,high,neutral,other,這是他的不對
dialogue-0002,dialogue-0002-025,語者二,high,high,high,high,high,neutral,other,他確實應該早點跟你說的
dialogue-0002,dialogue-0002-026,語者一,high,high,high,high,high,negative,other,對啊超北爛的欸
dialogue-0002,dialogue-0002-027,語者一,high,high,high,high,high,negative,other,大家都朋友要這樣鬧翻
dialogue-0002,dialogue-0002-028,語者二,high,high,high,high,high,neutral,other,好啦下次有機會再跟她說清楚啦
dialogue-0002,dialogue-0002-029,語者二,high,high,high,high,high,neutral,other,我們先去吃飯吧
dialogue-0002,dialogue-0002-030,語者一,high,high,high,high,high,negative,other,好啦隨便他
dialogue-0003,dialogue-0003-000,語者一,high,high,high,high,high,negative,other,我收到的商品有瑕疵
dialogue-0003,dialogue-0003-001,語者二,high,high,high,high,high,negative,other,您好，不好意思造成您的困擾
dialogue-0003,dialogue-0003-002,語者二,high,high,high,high,high,neutral,other,想請問可以提供訂單編號與商品名稱資訊嗎
dialogue-0003,dialogue-0003-003,語者一,high,high,high,high,high,neutral,other,編號03591823
dialogue-0003,dialogue-0003-004,語者一,high,high,high,high,high,neutral,other,商品是這件針織衫（焦糖棕）
dialogue-0003,dialogue-0003-005,語者二,high,high,high,high,high,neutral,other,感謝您，請問是哪裡有瑕疵呢
dialogue-0003,dialogue-0003-006,語者一,high,high,high,high,high,neutral,other,圖片裡的袖口部分有脫線
dialogue-0003,dialogue-0003-007,語者一,high,high,high,high,high,negative,other,算是很明顯的瑕疵吧
dialogue-0003,dialogue-0003-008,語者二,high,high,high,high,high,neutral,other,我暸解了
dialogue-0003,dialogue-0003-009,語者二,high,high,high,high,high,negative,other,但很不好意思，因為這個瑕疵的大小是在三公分內，屬於可以接受的瑕疵範圍
dialogue-0003,dialogue-0003-010,語者二,high,high,high,high,high,negative,other,因此可能沒有辦法幫您進行更換唷
dialogue-0003,dialogue-0003-011,語者一,high,high,high,high,high,negative,other,你這什麼意思
dialogue-0003,dialogue-0003-012,語者一,high,high,high,high,high,negative,other,這個脫線這麼明顯
dialogue-0003,dialogue-0003-013,語者一,high,high,high,high,high,negative,other,這樣還不算是瑕疵商品嗎？
dialogue-0003,dialogue-0003-014,語者二,high,high,high,high,high,negative,other,抱歉，但因為賣場說明就有很清楚地闡明
dialogue-0003,dialogue-0003-015,語者二,high,high,high,high,high,negative,other,衣物都可能會有輕微瑕疵
dialogue-0003,dialogue-0003-016,語者二,high,high,high,high,high,neutral,other,若是在三公分內都屬於可接受的範圍，無法提供退換貨
dialogue-0003,dialogue-0003-017,語者二,high,high,high,high,high,negative,other,很抱歉造成您困擾
dialogue-0003,dialogue-0003-018,語者一,high,high,high,high,high,negative,other,我沒辦法接受
dialogue-0003,dialogue-0003-019,語者一,high,high,high,high,high,negative,other,我覺得這個瑕疵範圍我不能接受
dialogue-0003,dialogue-0003-020,語者一,high,high,high,high,high,negative,other,而且這麼明顯的脫線，我根本不想穿出門
dialogue-0003,dialogue-0003-021,語者二,high,high,high,high,high,neutral,other,還是說您是否可以去附近的店家進行修補
dialogue-0003,dialogue-0003-022,語者二,high,high,high,high,high,neutral,other,費用我們賣場可以幫您負擔
dialogue-0003,dialogue-0003-023,語者一,high,high,high,high,high,negative,other,我覺得你們應該要退費欸
dialogue-0003,dialogue-0003-024,語者一,high,high,high,high,high,negative,other,我好歹也蠻常購買你們家的商品
dialogue-0003,dialogue-0003-025,語者一,high,high,high,high,high,negative,other,這樣的服務態度我很不滿意
dialogue-0003,dialogue-0003-026,語者二,high,high,high,high,high,negative,other,抱歉，但因為這是有明文規定的
dialogue-0003,dialogue-0003-027,語者二,high,high,high,high,high,negative,other,我這邊也真的無能為力
dialogue-0003,dialogue-0003-028,語者一,high,high,high,high,high,negative,other,算了
dialogue-0003,dialogue-0003-029,語者一,high,high,high,high,high,negative,other,那就這樣吧
dialogue-0003,dialogue-0003-030,語者一,high,high,high,high,high,negative,other,反正我以後也不會再買你們的商品了
dialogue-0003,dialogue-0003-031,語者二,high,high,high,high,high,negative,other,很抱歉讓您失望了
dialogue-0003,dialogue-0003-032,語者二,high,high,high,high,high,neutral,other,希望能有機會再給您服務
dialogue-0004,dialogue-0004-000,語者一,high,high,high,high,high,neutral,other,你好，我昨天收到包裹，發現衣服的尺寸有點太大，想要退貨
dialogue-0004,dialogue-0004-001,語者二,high,high,high,high,high,positive,other,您好！很高興為您服務！
dialogue-0004,dialogue-0004-002,語者二,high,high,high,high,high,neutral,other,沒問題，想詢問總共是一件商品嗎
dialogue-0004,dialogue-0004-003,語者一,high,high,high,high,high,neutral,other,對就一件短袖
dialogue-0004,dialogue-0004-004,語者二,high,high,high,high,high,neutral,other,好的，那這裡麻煩您將欲退貨的包裹寄送至以下地址
dialogue-0004,dialogue-0004-005,語者二,high,high,high,high,high,neutral,other,然後麻煩您將退貨運費60元一同放入包裹中唷
dialogue-0004,dialogue-0004-006,語者二,high,high,high,high,high,positive,other,感謝您！
dialogue-0004,dialogue-0004-007,語者一,high,high,high,high,high,negative,other,等等不對啊！為什麼我要付退貨的運費
dialogue-0004,dialogue-0004-008,語者一,high,high,high,high,high,negative,other,退貨不是本來就是你們應該要提供的服務嗎
dialogue-0004,dialogue-0004-009,語者二,high,high,high,high,high,negative,other,不好意思，因為我們的商品頁有明確的說明商品尺寸
dialogue-0004,dialogue-0004-010,語者二,high,high,high,high,high,negative,other,因此尺寸不合並不在免費的退換貨範圍內
dialogue-0004,dialogue-0004-011,語者一,high,high,high,high,high,negative,other,但你們沒有七天鑑賞期嗎
dialogue-0004,dialogue-0004-012,語者二,high,high,high,high,high,neutral,other,因為我們並非商城賣家，因此不適用七天鑑賞期唷
dialogue-0004,dialogue-0004-013,語者一,high,high,high,high,high,negative,other,太誇張了吧！那我沒試穿過怎麼知道我適不適合
dialogue-0004,dialogue-0004-014,語者二,high,high,high,high,high,negative,other,不好意思因為我們都有很明確地提供商品數據
dialogue-0004,dialogue-0004-015,語者二,high,high,high,high,high,negative,other,因此這部分可能要麻煩您下次再仔細確認
dialogue-0004,dialogue-0004-016,語者一,high,high,high,high,high,negative,other,我覺得你們這樣很糟糕欸
dialogue-0004,dialogue-0004-017,語者一,high,high,high,high,high,negative,other,這已經犯法了吧
dialogue-0004,dialogue-0004-018,語者二,high,high,high,high,high,negative,other,抱歉造成您的困擾
dialogue-0004,dialogue-0004-019,語者二,high,high,high,high,high,neutral,other,還是說這次由我們負擔運費，但之後可能需要您真的仔細確認數據後再下單
dialogue-0004,dialogue-0004-020,語者一,high,high,high,high,high,neutral,other,行吧，這樣我還能接受
dialogue-0004,dialogue-0004-021,語者一,high,high,high,high,high,neutral,other,那我就直接寄包裹到上面那個地址嗎
dialogue-0004,dialogue-0004-022,語者二,high,high,high,high,high,positive,other,對的，謝謝您！
dialogue-0004,dialogue-0004-023,語者一,high,high,high,high,high,neutral,other,那你們是會換一件新的尺寸給我嗎
dialogue-0004,dialogue-0004-024,語者二,high,high,high,high,high,neutral,other,不好意思，我們沒有提供更換的服務唷
dialogue-0004,dialogue-0004-025,語者二,high,high,high,high,high,neutral,other,我們都是採取直接退貨再重新下單的方式
dialogue-0004,dialogue-0004-026,語者一,high,high,high,high,high,neutral,other,了解，所以說我要換尺寸就是要去重新下單一次？
dialogue-0004,dialogue-0004-027,語者二,high,high,high,high,high,neutral,other,對的，麻煩您了！謝謝！
dialogue-0004,dialogue-0004-028,語者一,high,high,high,high,high,neutral,other,好的我聊解了
dialogue-0005,dialogue-0005-000,語者一,high,high,high,high,high,positive,other,欸欸兄弟
dialogue-0005,dialogue-0005-001,語者一,high,high,high,high,high,positive,other,明天要不要約大學那群朋友去唱歌
dialogue-0005,dialogue-0005-002,語者二,high,high,high,high,high,neutral,other,這麼突然！
dialogue-0005,dialogue-0005-003,語者二,high,high,high,high,high,negative,other,可是明天是禮拜六很貴欸
dialogue-0005,dialogue-0005-004,語者一,high,high,high,high,high,positive,other,我有優惠券啊
dialogue-0005,dialogue-0005-005,語者一,high,high,high,high,high,positive,other,生日優惠超便宜的欸
dialogue-0005,dialogue-0005-006,語者一,high,high,high,high,high,positive,other,送三個小時！
dialogue-0005,dialogue-0005-007,語者二,high,high,high,high,high,positive,other,這麼爽哦
dialogue-0005,dialogue-0005-008,語者二,high,high,high,high,high,neutral,other,可是我下禮拜要期中考...
dialogue-0005,dialogue-0005-009,語者一,high,high,high,high,high,neutral,other,齁沒差啦
dialogue-0005,dialogue-0005-010,語者一,high,high,high,high,high,neutral,other,才唱四五個小時而已
dialogue-0005,dialogue-0005-011,語者二,high,high,high,high,high,negative,other,我快讀不完了啦靠北
dialogue-0005,dialogue-0005-012,語者一,high,high,high,high,high,neutral,other,我跟你說就算你沒去唱你也不會讀書啦
dialogue-0005,dialogue-0005-013,語者二,high,high,high,high,high,neutral,other,我會啦...
dialogue-0005,dialogue-0005-014,語者二,high,high,high,high,high,negative,other,真的要出大事了
dialogue-0005,dialogue-0005-015,語者一,high,high,high,high,high,neutral,other,不然你就把電腦帶去
dialogue-0005,dialogue-0005-016,語者一,high,high,high,high,high,neutral,other,反正那麼便宜去了也不用花多少錢
dialogue-0005,dialogue-0005-017,語者二,high,high,high,high,high,neutral,other,乾這麼瘋嗎
dialogue-0005,dialogue-0005-018,語者二,high,high,high,high,high,neutral,other,好啦我想想
dialogue-0005,dialogue-0005-019,語者二,high,high,high,high,high,neutral,other,你們有要喝酒嗎
dialogue-0005,dialogue-0005-020,語者一,high,high,high,high,high,neutral,other,應該不會 就只是想把優惠券用掉而已
dialogue-0005,dialogue-0005-021,語者二,high,high,high,high,high,neutral,other,好啦那麼久沒見到大家就去一下好了
dialogue-0005,dialogue-0005-022,語者一,high,high,high,high,high,positive,other,水唷！那我去訂包廂！
dialogue-0005,dialogue-0005-023,語者二,high,high,high,high,high,neutral,other,好！啊不要訂太早哦！
dialogue-0005,dialogue-0005-024,語者二,high,high,high,high,high,neutral,other,我六點後才可
dialogue-0005,dialogue-0005-025,語者一,high,high,high,high,high,positive,other,行我訂好再跟你說
dialogue-0005,dialogue-0005-026,語者二,high,high,high,high,high,positive,other,你好讚
dialogue-0007,dialogue-0007-000,語者一,high,high,high,high,high,neutral,other,你好，我前幾天訂了一雙 nb 327，那時候我買 2980
dialogue-0007,dialogue-0007-001,語者一,high,high,high,high,high,neutral,other,但我剛剛看變成 2180 欸！
dialogue-0007,dialogue-0007-002,語者二,high,high,high,high,high,neutral,other,親愛的顧客您好
dialogue-0007,dialogue-0007-003,語者二,high,high,high,high,high,neutral,other,沒有錯，因為我們這週是購物節，所以有特惠價格
dialogue-0007,dialogue-0007-004,語者一,high,high,high,high,high,neutral,other,那這樣我可以退掉重新下單嗎
dialogue-0007,dialogue-0007-005,語者二,high,high,high,high,high,neutral,other,我幫您確認一下唷
dialogue-0007,dialogue-0007-006,語者一,high,high,high,high,high,neutral,other,好的
dialogue-0007,dialogue-0007-007,語者二,high,high,high,high,high,negative,other,不好意思因為商品已經出貨，所以可能無法幫您取消訂單
dialogue-0007,dialogue-0007-008,語者一,high,high,high,high,high,negative,other,什麼所以等於我自己要白白虧這八百塊嗎
dialogue-0007,dialogue-0007-009,語者二,high,high,high,high,high,negative,other,抱歉因為這是公司推出的短期活動
dialogue-0007,dialogue-0007-010,語者一,high,high,high,high,high,negative,other,那這樣我不取貨了馬ㄉ
dialogue-0007,dialogue-0007-011,語者一,high,high,high,high,high,negative,other,你們這樣很誇張欸
dialogue-0007,dialogue-0007-012,語者二,high,high,high,high,high,negative,other,不好意思，還是說我這邊幫您進行特殊處理
dialogue-0007,dialogue-0007-013,語者一,high,high,high,high,high,negative,other,什麼意思
dialogue-0007,dialogue-0007-014,語者二,high,high,high,high,high,neutral,other,您取貨後我幫您從這邊退款800元至您的商城錢包
dialogue-0007,dialogue-0007-015,語者二,high,high,high,high,high,neutral,other,下次購物時可以使用
dialogue-0007,dialogue-0007-016,語者一,high,high,high,high,high,neutral,other,所以這是購物金的概念嗎
dialogue-0007,dialogue-0007-017,語者二,high,high,high,high,high,neutral,other,沒錯，下次購物時可以不限金額折抵800元
dialogue-0007,dialogue-0007-018,語者一,high,high,high,high,high,negative,other,那不能直接退我現金比較快嗎
dialogue-0007,dialogue-0007-019,語者一,high,high,high,high,high,negative,other,這樣等於強迫我下次要消費欸
dialogue-0007,dialogue-0007-020,語者二,high,high,high,high,high,negative,other,抱歉因為直接退現金的話可能審核手續會較為麻煩
dialogue-0007,dialogue-0007-021,語者一,high,high,high,high,high,negative,other,購物金的話我還是沒辦法接受欸
dialogue-0007,dialogue-0007-022,語者二,high,high,high,high,high,neutral,other,那我幫您詢問一下主管，麻煩您稍等一下
dialogue-0007,dialogue-0007-023,語者一,high,high,high,high,high,neutral,other,好的
dialogue-0007,dialogue-0007-024,語者二,high,high,high,high,high,neutral,other,您好，幫您確認過，那我們可以直接將現金退至您的帳戶
dialogue-0007,dialogue-0007-025,語者二,high,high,high,high,high,neutral,other,再麻煩您提供帳戶哦
dialogue-0007,dialogue-0007-026,語者一,high,high,high,high,high,neutral,other,2742-834208-340
dialogue-0007,dialogue-0007-027,語者二,high,high,high,high,high,neutral,other,好的已收到！那退款的部分大約三個工作天會入帳！
dialogue-0007,dialogue-0007-028,語者二,high,high,high,high,high,negative,other,抱歉造成您的困擾
dialogue-0007,dialogue-0007-029,語者一,high,high,high,high,high,positive,other,好的！辛苦你了！
dialogue-0007,dialogue-0007-030,語者二,high,high,high,high,high,positive,other,不會不會！祝您購物愉快！
dialogue-0007,dialogue-0007-031,語者一,high,high,high,high,high,positive,other,非常感謝你，下次還會跟你買東西的！
dialogue-0008,dialogue-0008-000,語者一,high,high,high,high,high,negative,other,你是餐廳經理嗎
dialogue-0008,dialogue-0008-001,語者二,high,high,high,high,high,neutral,other,對的，想請問您有遇到什麼問題嗎？
dialogue-0008,dialogue-0008-002,語者一,high,high,high,high,high,negative,other,你好你好，你來看一下這個肉是不是沒熟
dialogue-0008,dialogue-0008-003,語者二,high,high,high,high,high,neutral,other,您好，幫您確認一下唷
dialogue-0008,dialogue-0008-004,語者二,high,high,high,high,high,negative,other,不好意思骨頭附近這邊的確沒有完全煮熟
dialogue-0008,dialogue-0008-005,語者二,high,high,high,high,high,negative,other,很抱歉我馬上幫您換一份
dialogue-0008,dialogue-0008-006,語者一,high,high,high,high,high,neutral,other,好的，那請問會退我錢嗎
dialogue-0008,dialogue-0008-007,語者二,high,high,high,high,high,negative,other,不好意思，還是這邊提供您餐券，供您下次使用
dialogue-0008,dialogue-0008-008,語者一,high,high,high,high,high,negative,other,但沒熟的問題很嚴重欸
dialogue-0008,dialogue-0008-009,語者一,high,high,high,high,high,negative,other,如果我吃完身體有任何不適的話你們責任也不小
dialogue-0008,dialogue-0008-010,語者一,high,high,high,high,high,negative,other,我覺得這樣的補償我不太滿意
dialogue-0008,dialogue-0008-011,語者二,high,high,high,high,high,neutral,other,好的我理解
dialogue-0008,dialogue-0008-012,語者二,high,high,high,high,high,neutral,other,還是我們就將這份餐點的全額退給您吧
dialogue-0008,dialogue-0008-013,語者一,high,high,high,high,high,negative,other,我覺得應該要退我整桌的錢欸
dialogue-0008,dialogue-0008-014,語者一,high,high,high,high,high,negative,other,畢竟食安問題我覺得並非小事
dialogue-0008,dialogue-0008-015,語者二,high,high,high,high,high,negative,other,不好意思這可能要問上層主管才能決定
dialogue-0008,dialogue-0008-016,語者一,high,high,high,high,high,negative,other,那你就去問問看吧
dialogue-0008,dialogue-0008-017,語者二,high,high,high,high,high,neutral,other,好的那請您稍等
dialogue-0008,dialogue-0008-018,語者二,high,high,high,high,high,neutral,other,您好，這邊按公司規定，只能退餐點的款項
dialogue-0008,dialogue-0008-019,語者一,high,high,high,high,high,negative,other,那我沒辦法接受欸
dialogue-0008,dialogue-0008-020,語者二,high,high,high,high,high,neutral,other,還是我這邊再補給您五百元的餐券
dialogue-0008,dialogue-0008-021,語者二,high,high,high,high,high,neutral,other,下次用餐可以使用
dialogue-0008,dialogue-0008-022,語者一,high,high,high,high,high,negative,other,好吧那就先這樣吧
dialogue-0008,dialogue-0008-023,語者二,high,high,high,high,high,negative,other,不好意思造成您的困擾
dialogue-0008,dialogue-0008-024,語者一,high,high,high,high,high,neutral,other,沒事我理解，那餐點麻煩幫我換一下吧
dialogue-0008,dialogue-0008-025,語者二,high,high,high,high,high,neutral,other,好的馬上幫您更換
dialogue-0008,dialogue-0008-026,語者二,high,high,high,high,high,neutral,other,祝您用餐愉快，有任何問題再跟我說
dialogue-0008,dialogue-0008-027,語者一,high,high,high,high,high,positive,other,好的好的感謝
dialogue-0009,dialogue-0009-000,語者一,high,high,high,high,high,neutral,other,我前幾天有下單一盒益生菌，但我剛剛看他好像降價了欸
dialogue-0009,dialogue-0009-001,語者一,high,high,high,high,high,neutral,other,想請問我可以重新購買嗎
dialogue-0009,dialogue-0009-002,語者二,high,high,high,high,high,positive,other,您好，很高興為您服務
dialogue-0009,dialogue-0009-003,語者二,high,high,high,high,high,positive,other,這邊幫您確認一下唷，請您稍候
dialogue-0009,dialogue-0009-004,語者一,high,high,high,high,high,neutral,other,好的沒問題
dialogue-0009,dialogue-0009-005,語者二,high,high,high,high,high,neutral,other,您好，這項商品確實有進行價格調整
dialogue-0009,dialogue-0009-006,語者二,high,high,high,high,high,neutral,other,想跟您確認是否是要直接整筆訂單取消呢
dialogue-0009,dialogue-0009-007,語者一,high,high,high,high,high,neutral,other,欸...我就是想要重新下單
dialogue-0009,dialogue-0009-008,語者一,high,high,high,high,high,neutral,other,價格有比較便宜就好
dialogue-0009,dialogue-0009-009,語者二,high,high,high,high,high,neutral,other,好的了解，重新下單沒有問題
dialogue-0009,dialogue-0009-010,語者二,high,high,high,high,high,neutral,other,但這裡要提醒您，免運與優惠券的部分可能就沒辦法使用囉
dialogue-0009,dialogue-0009-011,語者一,high,high,high,high,high,neutral,other,所以等於說我還是要多付運費，也沒有折100的那個優惠嗎
dialogue-0009,dialogue-0009-012,語者二,high,high,high,high,high,neutral,other,對的，因為同樣的優惠券無法重複使用在兩筆訂單上
dialogue-0009,dialogue-0009-013,語者一,high,high,high,high,high,neutral,other,哦哦哦好那我瞭解了
dialogue-0009,dialogue-0009-014,語者一,high,high,high,high,high,neutral,other,但這樣算下來還是划算啦
dialogue-0009,dialogue-0009-015,語者二,high,high,high,high,high,negative,other,沒錯唷，不好意思讓您麻煩了
dialogue-0009,dialogue-0009-016,語者一,high,high,high,high,high,neutral,other,沒事沒事，所以我就直接取消訂單重新下訂就好嗎
dialogue-0009,dialogue-0009-017,語者二,high,high,high,high,high,neutral,other,對，就麻煩您直接取消該筆訂單再重新下訂即可
dialogue-0009,dialogue-0009-018,語者一,high,high,high,high,high,neutral,other,好的那我瞭解了
dialogue-0009,dialogue-0009-019,語者二,high,high,high,high,high,neutral,other,抱歉造成您的困擾，感謝您的購買
dialogue-0009,dialogue-0009-020,語者二,high,high,high,high,high,neutral,other,祝您購物愉快
dialogue-0009,dialogue-0009-021,語者一,high,high,high,high,high,positive,other,謝謝唷，感謝你的說明
dialogue-0009,dialogue-0009-022,語者二,high,high,high,high,high,neutral,other,這裡提供您一張優惠券好了
dialogue-0009,dialogue-0009-023,語者二,high,high,high,high,high,neutral,other,希望您有機會下次能繼續支持我們
dialogue-0009,dialogue-0009-024,語者一,high,high,high,high,high,positive,other,太好了吧，非常感謝你
dialogue-0010,dialogue-0010-000,語者一,high,high,high,high,high,neutral,other,欸去台南那個我們要不要住上次那間民宿啊
dialogue-0010,dialogue-0010-001,語者二,high,high,high,high,high,neutral,other,蛤你是說上次在巷子裡面那間嗎
